jobID,user,account,jobname,queue,walltime,exit_status,start,end,submit,nnodes,ncpus
jobID8720446,USER5558,ACCOUNT2349,JOB1470008,QUEUE4,2880,COMPLETED,04/05/2018 10:31:39,04/05/2018 10:48:04,04/05/2018 10:31:38,1,16
jobID8720447,USER5558,ACCOUNT2349,JOB1470009,QUEUE4,2880,COMPLETED,04/05/2018 10:31:50,04/05/2018 10:48:21,04/05/2018 10:31:49,1,16
jobID8720448,USER5558,ACCOUNT2349,JOB1470010,QUEUE4,2880,COMPLETED,04/05/2018 10:32:00,04/05/2018 10:48:23,04/05/2018 10:31:54,1,16
jobID8720449,USER5558,ACCOUNT2349,JOB1470011,QUEUE4,2880,COMPLETED,04/05/2018 10:48:31,04/05/2018 11:05:02,04/05/2018 10:48:31,1,16
jobID8720450,USER5558,ACCOUNT2349,JOB1470012,QUEUE4,2880,COMPLETED,04/05/2018 10:48:50,04/05/2018 11:05:10,04/05/2018 10:48:42,1,16
jobID8720451,USER5558,ACCOUNT2349,JOB1470013,QUEUE4,2880,COMPLETED,04/05/2018 10:49:00,04/05/2018 11:05:22,04/05/2018 10:48:58,1,16
jobID8720452,USER5558,ACCOUNT2349,JOB1470014,QUEUE4,2880,COMPLETED,04/05/2018 10:49:16,04/05/2018 11:05:41,04/05/2018 10:49:15,1,16
jobID8720453,USER5558,ACCOUNT2349,JOB1470015,QUEUE4,2880,COMPLETED,04/05/2018 11:05:27,04/05/2018 11:21:54,04/05/2018 11:05:26,1,16
jobID8720454,USER5558,ACCOUNT2349,JOB1470016,QUEUE4,2880,COMPLETED,04/05/2018 11:05:40,04/05/2018 11:22:08,04/05/2018 11:05:39,1,16
jobID8720455,USER5558,ACCOUNT2349,JOB1470017,QUEUE4,2880,COMPLETED,04/05/2018 11:45:17,04/05/2018 12:01:44,04/05/2018 11:45:17,1,16
jobID8720456,USER5558,ACCOUNT2349,JOB1470018,QUEUE4,2880,COMPLETED,04/05/2018 11:48:44,04/05/2018 12:05:19,04/05/2018 11:48:43,1,16
jobID8720457,USER5558,ACCOUNT2349,JOB1470019,QUEUE4,2880,COMPLETED,04/05/2018 13:39:02,04/05/2018 13:55:29,04/05/2018 13:38:57,1,16
jobID8720458,USER5558,ACCOUNT2349,JOB1470020,QUEUE4,2880,COMPLETED,04/05/2018 13:39:07,04/05/2018 13:55:30,04/05/2018 13:39:05,1,16
jobID8720459,USER5558,ACCOUNT2349,JOB1470021,QUEUE4,2880,COMPLETED,04/05/2018 13:38:57,04/05/2018 13:55:36,04/05/2018 13:38:56,1,16
jobID8720460,USER5558,ACCOUNT2349,JOB1470022,QUEUE4,2880,COMPLETED,04/05/2018 13:39:17,04/05/2018 13:55:42,04/05/2018 13:39:11,1,16
jobID8720461,USER5558,ACCOUNT2349,JOB1470023,QUEUE4,2880,COMPLETED,04/05/2018 13:56:06,04/05/2018 14:12:28,04/05/2018 13:56:06,1,16
jobID8720462,USER5558,ACCOUNT2349,JOB1470024,QUEUE4,2880,COMPLETED,04/05/2018 13:56:16,04/05/2018 14:12:37,04/05/2018 13:56:15,1,16
jobID8720463,USER5558,ACCOUNT2349,JOB1470025,QUEUE4,2880,COMPLETED,04/05/2018 13:56:26,04/05/2018 14:12:50,04/05/2018 13:56:19,1,16
jobID8720464,USER5558,ACCOUNT2349,JOB1470026,QUEUE4,2880,COMPLETED,04/05/2018 13:56:06,04/05/2018 14:13:02,04/05/2018 13:56:05,1,16
jobID8720465,USER5558,ACCOUNT2349,JOB1470027,QUEUE4,2880,COMPLETED,04/05/2018 14:12:54,04/05/2018 14:29:21,04/05/2018 14:12:54,1,16
jobID8720466,USER5558,ACCOUNT2349,JOB1470028,QUEUE4,2880,COMPLETED,04/05/2018 14:13:14,04/05/2018 14:29:38,04/05/2018 14:13:13,1,16
jobID8720467,USER5558,ACCOUNT2349,JOB1470029,QUEUE4,2880,COMPLETED,04/05/2018 15:12:09,04/05/2018 15:28:36,04/05/2018 15:12:09,1,16
jobID8720468,USER5558,ACCOUNT2349,JOB1470030,QUEUE4,2880,COMPLETED,04/05/2018 15:12:19,04/05/2018 15:28:40,04/05/2018 15:12:11,1,16
jobID8720469,USER5558,ACCOUNT2349,JOB1470031,QUEUE4,2880,COMPLETED,04/05/2018 15:12:19,04/05/2018 15:28:42,04/05/2018 15:12:11,1,16
jobID8720470,USER5558,ACCOUNT2349,JOB1470032,QUEUE4,2880,COMPLETED,04/05/2018 15:12:29,04/05/2018 15:28:53,04/05/2018 15:12:22,1,16
jobID8720471,USER5558,ACCOUNT2349,JOB1470033,QUEUE4,2880,COMPLETED,04/05/2018 15:29:04,04/05/2018 15:45:35,04/05/2018 15:29:03,1,16
jobID8720472,USER5558,ACCOUNT2349,JOB1470034,QUEUE4,2880,COMPLETED,04/05/2018 15:29:39,04/05/2018 15:46:01,04/05/2018 15:29:39,1,16
jobID8720473,USER5558,ACCOUNT2349,JOB1470035,QUEUE4,2880,COMPLETED,04/05/2018 15:29:14,04/05/2018 15:46:03,04/05/2018 15:29:13,1,16
jobID8720474,USER5558,ACCOUNT2349,JOB1470036,QUEUE4,2880,COMPLETED,04/05/2018 15:29:24,04/05/2018 15:46:05,04/05/2018 15:29:20,1,16
jobID8720475,USER5558,ACCOUNT2349,JOB1470037,QUEUE4,2880,COMPLETED,04/05/2018 15:46:03,04/05/2018 16:02:29,04/05/2018 15:46:03,1,16
jobID8720476,USER5558,ACCOUNT2349,JOB1470038,QUEUE4,2880,COMPLETED,04/05/2018 15:46:25,04/05/2018 16:02:52,04/05/2018 15:46:25,1,16
jobID8720477,USER5558,ACCOUNT2349,JOB1470039,QUEUE4,2880,COMPLETED,04/05/2018 04:28:16,04/06/2018 01:12:36,04/05/2018 04:28:06,1,16
jobID8720478,USER5558,ACCOUNT2349,JOB1470040,QUEUE4,2880,COMPLETED,04/08/2018 11:44:42,04/08/2018 11:52:47,04/08/2018 11:44:41,1,16
jobID8720479,USER5558,ACCOUNT2349,JOB1470041,QUEUE4,2880,COMPLETED,04/08/2018 14:01:41,04/08/2018 14:04:14,04/08/2018 14:01:41,1,16
jobID8720480,USER5558,ACCOUNT2349,JOB1470042,QUEUE4,2880,COMPLETED,04/08/2018 14:02:21,04/08/2018 14:39:23,04/08/2018 14:02:21,1,16
jobID8720481,USER5558,ACCOUNT2349,JOB1470043,QUEUE4,2880,CANCELLED,04/08/2018 23:45:30,04/08/2018 23:45:53,04/08/2018 23:45:29,1,16
jobID8720482,USER5558,ACCOUNT2349,JOB1470044,QUEUE4,2880,COMPLETED,04/08/2018 23:39:54,04/08/2018 23:58:09,04/08/2018 23:39:53,1,16
jobID8720483,USER5558,ACCOUNT2349,JOB1470045,QUEUE4,2880,COMPLETED,04/09/2018 02:26:34,04/09/2018 02:33:15,04/09/2018 02:26:34,1,16
jobID8720484,USER5558,ACCOUNT2349,JOB1470046,QUEUE4,2880,COMPLETED,04/09/2018 10:42:32,04/09/2018 10:48:30,04/09/2018 10:42:31,1,16
jobID8720485,USER5558,ACCOUNT2349,JOB1470047,QUEUE4,2880,COMPLETED,04/09/2018 10:42:17,04/09/2018 10:48:31,04/09/2018 10:42:16,1,16
jobID8720486,USER5558,ACCOUNT2349,JOB1470048,QUEUE4,2880,COMPLETED,04/09/2018 10:42:32,04/09/2018 10:48:31,04/09/2018 10:42:31,1,16
jobID8720487,USER5558,ACCOUNT2349,JOB1470049,QUEUE4,2880,COMPLETED,04/09/2018 10:42:42,04/09/2018 10:48:33,04/09/2018 10:42:37,1,16
jobID8720488,USER5558,ACCOUNT2349,JOB1470050,QUEUE4,2880,COMPLETED,04/09/2018 11:03:57,04/09/2018 11:10:01,04/09/2018 11:03:57,1,16
jobID8720489,USER5558,ACCOUNT2349,JOB1470051,QUEUE4,2880,COMPLETED,04/09/2018 11:04:08,04/09/2018 11:10:02,04/09/2018 11:04:01,1,16
jobID8720490,USER5558,ACCOUNT2349,JOB1470052,QUEUE4,2880,COMPLETED,04/09/2018 11:04:08,04/09/2018 11:10:02,04/09/2018 11:04:00,1,16
