jobID,user,account,jobname,queue,walltime,exit_status,start,end,submit,nnodes,ncpus
jobID8719697,USER516,ACCOUNT2808,JOB1469401,QUEUE8,2876,COMPLETED,03/02/2018 22:50:41,03/02/2018 23:13:56,03/02/2018 22:50:41,1,32
jobID8719698,USER13117,ACCOUNT123,JOB1469385,QUEUE4,30,CANCELLED,03/03/2018 00:24:12,03/03/2018 00:28:12,03/03/2018 00:24:12,4,64
jobID8719699,USER13117,ACCOUNT123,JOB1469385,QUEUE4,30,CANCELLED,03/03/2018 00:29:57,03/03/2018 00:30:48,03/03/2018 00:29:56,4,64
jobID8719700,USER516,ACCOUNT2808,JOB1469402,QUEUE8,2876,COMPLETED,03/02/2018 23:33:07,03/03/2018 00:45:03,03/02/2018 23:33:06,1,32
jobID8719701,USER13117,ACCOUNT123,JOB415656,QUEUE2,30,CANCELLED,03/03/2018 00:31:21,03/03/2018 00:57:35,03/03/2018 00:31:21,4,64
jobID8719702,USER533,ACCOUNT4348,JOB1469312,QUEUE4,2880,CANCELLED,03/01/2018 08:04:40,03/03/2018 01:29:03,03/01/2018 07:23:45,1,16
jobID8719703,USER516,ACCOUNT2808,JOB1469403,QUEUE4,720,COMPLETED,03/03/2018 01:53:40,03/03/2018 01:55:00,03/03/2018 01:53:36,1,16
jobID8719704,USER533,ACCOUNT4348,JOB1469404,QUEUE4,2880,COMPLETED,03/02/2018 23:02:20,03/03/2018 02:46:53,03/02/2018 23:02:19,1,16
jobID8719705,USER516,ACCOUNT2808,JOB1469405,QUEUE4,720,COMPLETED,03/03/2018 02:52:11,03/03/2018 03:18:05,03/03/2018 02:52:11,1,16
jobID8719706,USER516,ACCOUNT2808,JOB1469406,QUEUE4,720,COMPLETED,03/03/2018 02:52:40,03/03/2018 03:18:14,03/03/2018 02:52:37,1,16
jobID8719707,USER516,ACCOUNT2808,JOB1469407,QUEUE4,720,COMPLETED,03/03/2018 02:52:21,03/03/2018 03:19:35,03/03/2018 02:52:13,1,16
jobID8719708,USER516,ACCOUNT2808,JOB1469408,QUEUE4,720,COMPLETED,03/03/2018 03:22:15,03/03/2018 03:23:34,03/03/2018 03:22:15,1,16
jobID8719709,USER516,ACCOUNT2808,JOB1469409,QUEUE4,720,COMPLETED,03/03/2018 03:41:01,03/03/2018 03:59:05,03/03/2018 03:41:01,1,16
jobID8719710,USER533,ACCOUNT4348,JOB1469410,QUEUE4,2880,CANCELLED,03/03/2018 02:51:56,03/03/2018 05:07:27,03/03/2018 02:51:55,1,16
